Controflex Kft - Emissziós adatgyujtés eredménye (verzió: 1.49)
Adatgyujtés kezdete:2016.09.29. 10:15:21

Csatorna megnevezése: 	CO ABB	CO2 ABB	O2 ABB	NO ABB	NOx ABB	SO2 Ysselbach	CFX	
Méréstartományok: 	0...600 ppm	0...50 tf%	0...25 tf%	0...1000 ppm	0...1000 ppm	0...1000 ppm	0...1200 C	

Méréstartomány megváltoztatva mintavételezés alatt! 
Új méréstartomány: 0...600 ppm @ CO ABB
2016-09-29 10:15:22	-1.0819	0.5617	19.6199	11.2343	10.7515	0.0000	-298.2617	
2016-09-29 10:15:23	-0.7922	0.6342	19.6320	11.7172	12.2001	0.0000	-298.8412	
2016-09-29 10:15:25	-1.0819	0.5859	19.6079	10.7515	11.7172	0.0000	-300.0000	
2016-09-29 10:15:26	-0.5025	0.6342	19.6079	12.2001	10.7515	0.0000	-300.0000	
2016-09-29 10:15:27	-1.3717	0.6824	19.6199	11.2343	11.7172	0.0000	-300.0000	
2016-09-29 10:15:28	-1.6614	0.6342	19.6199	11.2343	11.7172	0.0000	-299.4205	
2016-09-29 10:15:30	-1.0819	0.6342	19.6079	11.7172	13.1658	0.0000	-300.0000	
2016-09-29 10:15:31	-0.5025	0.6100	19.6079	11.7172	9.7857	0.0000	-300.0000	
2016-09-29 10:15:32	-0.7922	0.6583	19.6079	11.7172	11.2343	0.0000	-298.8412	
2016-09-29 10:15:33	-0.7922	0.6100	19.5958	11.7172	10.2686	0.0000	-300.0000	
2016-09-29 10:15:35	-1.6614	0.6100	19.6199	12.6830	10.2686	0.2441	-299.4205	
2016-09-29 10:15:36	-0.5025	0.6583	19.5716	10.7515	11.2343	0.0000	-300.0000	
2016-09-29 10:15:37	-0.7922	0.6342	19.6079	10.7515	12.2001	0.2441	-300.0000	
2016-09-29 10:15:38	-1.0819	0.6342	19.5837	11.7172	12.2001	0.0000	-298.8412	
2016-09-29 10:15:40	-1.0819	0.6342	19.5958	11.2343	12.2001	0.0000	-300.0000	
2016-09-29 10:15:41	-1.0819	0.6824	19.6199	12.6830	10.2686	0.0000	-300.0000	
2016-09-29 10:15:42	-1.3717	0.6824	19.6441	11.7172	11.7172	0.0000	-300.0000	
2016-09-29 10:15:43	-1.6614	0.6342	19.6320	12.2001	10.2686	0.0000	-300.0000	
2016-09-29 10:15:45	-0.5025	0.6100	19.5958	11.7172	11.2343	0.0000	-300.0000	
2016-09-29 10:15:46	-0.2128	0.6824	19.6199	10.7515	11.2343	0.2441	-300.0000	
2016-09-29 10:15:47	-1.0819	0.6583	19.6441	11.7172	10.2686	0.0000	-300.0000	
2016-09-29 10:15:48	-0.7922	0.6342	19.6199	10.7515	10.7515	0.0000	-300.0000	
2016-09-29 10:15:50	-0.7922	0.6100	19.6441	11.2343	10.7515	0.0000	-300.0000	
2016-09-29 10:15:51	-1.3717	0.6583	19.6441	11.7172	11.7172	0.0000	-300.0000	
2016-09-29 10:15:52	-1.3717	0.6583	19.6320	12.6830	10.2686	0.0000	-300.0000	
2016-09-29 10:15:53	-1.0819	0.6824	19.6320	10.2686	11.2343	0.0000	-299.4205	
2016-09-29 10:15:55	-0.5025	0.6342	19.6199	10.2686	9.7857	0.0000	-300.0000	
2016-09-29 10:15:56	-0.7922	0.6342	19.5958	10.7515	9.7857	0.0000	-300.0000	
2016-09-29 10:15:57	-1.6614	0.6342	19.5958	10.7515	10.2686	0.0000	-300.0000	
2016-09-29 10:15:58	-0.5025	0.6100	19.5837	10.7515	10.7515	0.0000	-300.0000	
2016-09-29 10:16:00	-1.0819	0.6824	19.5837	10.7515	10.7515	0.0000	-300.0000	
2016-09-29 10:16:01	-0.7922	0.6100	19.5837	10.7515	9.7857	0.0000	-298.8412	
2016-09-29 10:16:02	-0.7922	0.6100	19.6079	11.7172	10.7515	0.2441	-299.4205	
2016-09-29 10:16:03	-1.0819	0.7307	19.6199	10.7515	11.7172	0.0000	-300.0000	
2016-09-29 10:16:05	-1.0819	0.6583	19.5716	11.7172	11.2343	0.2441	-300.0000	
2016-09-29 10:16:06	-1.6614	0.6824	19.5958	12.2001	9.7857	0.0000	-300.0000	
2016-09-29 10:16:07	-1.3717	0.6342	19.6079	11.2343	10.7515	0.0000	-300.0000	
2016-09-29 10:16:08	-1.0819	0.6342	19.5958	11.7172	9.7857	0.0000	-300.0000	
2016-09-29 10:16:10	-1.0819	0.6583	19.6079	11.2343	11.7172	0.0000	-300.0000	
2016-09-29 10:16:11	-0.7922	0.6100	19.5958	12.2001	10.7515	0.0000	-298.2617	
2016-09-29 10:16:12	-0.7922	0.5859	19.5958	10.2686	10.2686	0.0000	-300.0000	
2016-09-29 10:16:13	-0.5025	0.6824	19.6079	11.2343	11.2343	0.0000	-300.0000	
2016-09-29 10:16:15	-1.0819	0.6824	19.6441	10.7515	9.7857	0.0000	-300.0000	
2016-09-29 10:16:16	-0.7922	0.6583	19.6079	11.2343	11.2343	0.0000	-300.0000	
2016-09-29 10:16:17	-1.0819	0.6583	19.6199	11.2343	10.2686	0.0000	-300.0000	
2016-09-29 10:16:18	-1.3717	0.6583	19.6320	11.7172	9.7857	0.0000	-300.0000	
2016-09-29 10:16:20	-0.2128	0.6583	19.5958	11.7172	10.2686	0.0000	-298.2617	
2016-09-29 10:16:21	-1.0819	0.6824	19.6320	11.2343	9.7857	0.0000	-300.0000	
2016-09-29 10:16:22	-1.3717	0.6824	19.6199	11.7172	10.2686	0.0000	-300.0000	
2016-09-29 10:16:23	-1.3717	0.7066	19.6199	11.7172	11.2343	0.0000	-300.0000	
2016-09-29 10:16:25	-1.3717	0.6342	19.6079	9.7857	11.7172	0.0000	-300.0000	
2016-09-29 10:16:26	-1.0819	0.6824	19.5958	10.2686	10.7515	0.0000	-298.8412	
2016-09-29 10:16:27	-0.7922	0.6583	19.6441	9.7857	10.2686	0.0000	-299.4205	
2016-09-29 10:16:28	-0.5025	0.6342	19.6079	11.2343	9.7857	0.0000	-299.4205	
2016-09-29 10:16:30	-0.5025	0.6583	19.5716	10.7515	12.2001	0.0000	-300.0000	
2016-09-29 10:16:31	-1.0819	0.6342	19.5837	9.7857	9.7857	0.0000	-299.4205	
2016-09-29 10:16:32	-0.7922	0.5859	19.6079	10.7515	10.7515	0.0000	-300.0000	
2016-09-29 10:16:33	-0.5025	0.6342	19.5837	10.2686	10.7515	0.0000	-299.4205	
2016-09-29 10:16:35	-1.0819	0.7066	19.6079	11.2343	9.7857	0.0000	-300.0000	
2016-09-29 10:16:36	-1.0819	0.6583	19.6199	10.2686	10.7515	0.0000	-299.4205	
2016-09-29 10:16:37	-0.5025	0.6342	19.5716	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:16:38	-0.7922	0.6100	19.5837	10.7515	9.7857	0.0000	-300.0000	
2016-09-29 10:16:40	-1.6614	0.6100	19.6320	11.2343	8.8200	0.0000	-299.4205	
2016-09-29 10:16:41	-1.6614	0.6583	19.6320	10.7515	10.2686	0.0000	-300.0000	
2016-09-29 10:16:42	-1.3717	0.6583	19.6441	9.3028	9.3028	0.0000	-300.0000	
2016-09-29 10:16:43	-1.3717	0.6583	19.6320	9.3028	10.7515	0.0000	-299.4205	
2016-09-29 10:16:45	-0.7922	0.6100	19.6199	10.7515	10.2686	0.0000	-300.0000	
2016-09-29 10:16:46	-1.3717	0.6100	19.6441	10.2686	10.2686	0.0000	-298.8412	
2016-09-29 10:16:47	-1.0819	0.6583	19.6199	10.7515	10.7515	0.0000	-300.0000	
2016-09-29 10:16:48	-1.3717	0.6583	19.6561	11.2343	9.3028	0.2441	-300.0000	
2016-09-29 10:16:50	-1.3717	0.6342	19.6561	10.7515	10.7515	0.0000	-300.0000	
2016-09-29 10:16:51	-0.5025	0.6342	19.6320	11.7172	10.2686	0.0000	-300.0000	
2016-09-29 10:16:52	-1.0819	0.6342	19.6441	10.7515	9.7857	0.0000	-300.0000	
2016-09-29 10:16:53	-0.7922	0.6100	19.6320	11.7172	9.3028	0.0000	-299.4205	
2016-09-29 10:16:55	0.0770	0.6100	19.5958	10.2686	9.7857	0.2441	-300.0000	
2016-09-29 10:16:56	-0.5025	0.6342	19.6079	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:16:57	-1.0819	0.6342	19.6199	12.2001	10.7515	0.0000	-300.0000	
2016-09-29 10:16:58	-1.0819	0.6342	19.5958	10.2686	10.2686	0.0000	-300.0000	
2016-09-29 10:17:00	-1.0819	0.5859	19.5716	10.7515	11.2343	0.0000	-300.0000	
2016-09-29 10:17:01	-1.0819	0.6583	19.6199	9.7857	9.7857	0.0000	-299.4205	
2016-09-29 10:17:02	-1.0819	0.6342	19.5958	11.7172	9.7857	0.0000	-300.0000	
2016-09-29 10:17:03	-1.0819	0.6342	19.6199	10.7515	10.2686	0.0000	-299.4205	
2016-09-29 10:17:05	-0.7922	0.6583	19.6079	11.2343	10.2686	0.0000	-300.0000	
2016-09-29 10:17:06	-0.7922	0.6100	19.6079	10.2686	10.2686	0.0000	-300.0000	
2016-09-29 10:17:07	-1.0819	0.6824	19.6079	10.2686	10.7515	0.9766	-299.4205	
2016-09-29 10:17:08	-0.2128	0.5859	19.5958	10.7515	9.3028	0.7324	-300.0000	
2016-09-29 10:17:10	-0.5025	0.6583	19.5958	10.2686	9.7857	1.4648	-300.0000	
2016-09-29 10:17:11	-0.5025	0.6583	19.6441	11.2343	10.2686	0.9766	-300.0000	
2016-09-29 10:17:12	-1.3717	0.6342	19.6441	10.7515	9.7857	0.9766	-298.2617	
2016-09-29 10:17:13	-0.5025	0.6342	19.6320	11.2343	9.3028	0.9766	-300.0000	
2016-09-29 10:17:15	-0.7922	0.6342	19.6320	10.7515	9.3028	0.9766	-300.0000	
2016-09-29 10:17:16	-1.0819	0.5859	19.6441	9.7857	8.8200	0.7324	-300.0000	
2016-09-29 10:17:17	-1.3717	0.6100	19.6561	9.3028	8.8200	0.2441	-300.0000	
2016-09-29 10:17:18	-1.0819	0.6583	19.6682	10.2686	11.2343	0.0000	-300.0000	
2016-09-29 10:17:20	-1.3717	0.6100	19.6803	10.7515	8.8200	0.0000	-300.0000	
2016-09-29 10:17:21	-0.7922	0.6342	19.6079	9.3028	10.2686	0.0000	-300.0000	
2016-09-29 10:17:22	-1.3717	0.6342	19.6320	11.2343	9.3028	0.0000	-300.0000	
2016-09-29 10:17:23	-1.0819	0.6342	19.6682	10.2686	10.2686	0.0000	-299.4205	
2016-09-29 10:17:25	-0.7922	0.6342	19.6199	10.7515	8.8200	0.2441	-298.8412	
2016-09-29 10:17:26	-0.7922	0.6583	19.5837	10.7515	8.8200	0.4883	-300.0000	
2016-09-29 10:17:27	-1.0819	0.6583	19.6320	10.2686	10.2686	0.4883	-300.0000	
2016-09-29 10:17:28	-0.5025	0.5859	19.6079	9.3028	10.2686	0.0000	-300.0000	
2016-09-29 10:17:30	-1.3717	0.6583	19.5958	10.2686	10.7515	0.0000	-300.0000	
2016-09-29 10:17:31	-1.0819	0.5859	19.6320	10.2686	10.2686	0.2441	-300.0000	
2016-09-29 10:17:32	-0.5025	0.6342	19.6079	9.7857	10.7515	0.0000	-300.0000	
2016-09-29 10:17:33	-1.6614	0.6100	19.6079	10.2686	10.2686	0.0000	-300.0000	
2016-09-29 10:17:35	-1.3717	0.6583	19.6320	8.8200	10.7515	0.0000	-299.4205	
2016-09-29 10:17:36	-1.0819	0.6583	19.6320	9.3028	10.7515	0.0000	-300.0000	
2016-09-29 10:17:37	-1.9511	0.6342	19.6320	10.7515	10.2686	0.0000	-300.0000	
2016-09-29 10:17:38	-0.5025	0.6342	19.6441	10.7515	11.7172	0.0000	-300.0000	
2016-09-29 10:17:40	-1.6614	0.6100	19.6561	10.2686	10.2686	0.0000	-300.0000	
2016-09-29 10:17:41	-1.0819	0.6824	19.6320	10.2686	9.7857	0.0000	-300.0000	
2016-09-29 10:17:42	-0.7922	0.6100	19.6320	9.7857	9.3028	0.0000	-300.0000	
2016-09-29 10:17:43	-0.7922	0.6583	19.6079	10.7515	8.8200	0.0000	-300.0000	
2016-09-29 10:17:45	-0.7922	0.6824	19.6441	10.2686	9.7857	0.0000	-300.0000	
2016-09-29 10:17:46	-0.5025	0.6342	19.6682	9.7857	9.3028	0.0000	-300.0000	
2016-09-29 10:17:47	-0.7922	0.6100	19.6441	10.2686	10.2686	0.0000	-299.4205	
2016-09-29 10:17:48	-1.0819	0.6583	19.6561	10.7515	9.3028	0.0000	-300.0000	
2016-09-29 10:17:50	-0.7922	0.6583	19.6561	10.7515	10.2686	0.0000	-300.0000	
2016-09-29 10:17:51	-0.5025	0.6342	19.6320	9.7857	9.7857	0.0000	-300.0000	
2016-09-29 10:17:52	-1.6614	0.6824	19.6320	10.2686	9.7857	0.0000	-300.0000	
2016-09-29 10:17:53	-0.7922	0.6583	19.6320	8.8200	10.7515	0.2441	-299.4205	
2016-09-29 10:17:55	-0.5025	0.6342	19.6079	8.8200	9.7857	0.0000	-298.8412	
2016-09-29 10:17:56	-0.7922	0.6100	19.6079	9.7857	10.2686	0.0000	-299.4205	
2016-09-29 10:17:57	-0.7922	0.6342	19.5958	9.7857	9.3028	0.9766	-298.8412	
2016-09-29 10:17:58	-1.9511	0.6100	19.5958	10.7515	9.3028	0.9766	-300.0000	
2016-09-29 10:18:00	-1.6614	0.6342	19.6079	9.3028	10.7515	0.7324	-300.0000	
2016-09-29 10:18:01	-1.3717	0.6342	19.5958	10.7515	9.7857	0.9766	-300.0000	
2016-09-29 10:18:02	-1.3717	0.6100	19.6079	10.2686	9.7857	0.7324	-300.0000	
2016-09-29 10:18:03	-0.7922	0.5859	19.5958	10.7515	10.2686	0.9766	-298.8412	
2016-09-29 10:18:05	-1.0819	0.6342	19.6079	10.2686	10.2686	0.9766	-299.4205	
2016-09-29 10:18:06	-1.3717	0.6824	19.5958	9.7857	10.2686	0.9766	-300.0000	
2016-09-29 10:18:07	-1.6614	0.6583	19.6199	10.7515	9.7857	0.2441	-300.0000	
2016-09-29 10:18:08	-1.0819	0.6342	19.6079	10.2686	10.2686	0.0000	-299.4205	
2016-09-29 10:18:10	-0.7922	0.6342	19.6079	10.7515	9.3028	0.0000	-300.0000	
2016-09-29 10:18:11	-1.3717	0.6100	19.6199	10.7515	9.7857	0.0000	-299.4205	
2016-09-29 10:18:12	-0.5025	0.6583	19.6320	9.3028	10.2686	0.4883	-298.8412	
2016-09-29 10:18:13	-1.3717	0.6100	19.6441	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:18:15	-1.6614	0.6583	19.6320	10.7515	8.8200	0.0000	-300.0000	
2016-09-29 10:18:16	-1.0819	0.6342	19.6561	10.2686	9.7857	0.0000	-300.0000	
2016-09-29 10:18:17	-0.7922	0.6100	19.6320	9.7857	10.2686	0.0000	-298.8412	
2016-09-29 10:18:18	-1.3717	0.6583	19.6320	11.2343	9.7857	0.4883	-299.4205	
2016-09-29 10:18:20	-0.7922	0.6100	19.6441	10.2686	9.3028	0.0000	-300.0000	
2016-09-29 10:18:21	-0.7922	0.6342	19.6320	10.2686	9.3028	0.0000	-300.0000	
2016-09-29 10:18:22	-1.3717	0.6583	19.6561	11.7172	9.3028	0.0000	-300.0000	
2016-09-29 10:18:23	-1.9511	0.6583	19.6320	9.3028	8.8200	0.0000	-298.8412	
2016-09-29 10:18:25	-1.0819	0.6342	19.6199	9.3028	10.2686	0.0000	-300.0000	
2016-09-29 10:18:26	-0.7922	0.6342	19.6079	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:18:27	-0.5025	0.6583	19.6079	8.8200	9.7857	0.0000	-298.8412	
2016-09-29 10:18:28	-1.3717	0.6100	19.6199	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:18:30	-0.5025	0.6583	19.5958	8.8200	9.7857	0.0000	-300.0000	
2016-09-29 10:18:31	-1.0819	0.6583	19.6079	10.7515	10.2686	0.0000	-299.4205	
2016-09-29 10:18:32	-0.5025	0.6100	19.5958	9.3028	9.7857	0.0000	-300.0000	
2016-09-29 10:18:33	-0.7922	0.6583	19.6199	8.8200	9.7857	0.0000	-300.0000	
2016-09-29 10:18:35	-0.7922	0.6342	19.6199	9.7857	9.7857	0.0000	-300.0000	
2016-09-29 10:18:36	-0.5025	0.6342	19.6079	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:18:37	-1.0819	0.6342	19.5958	9.3028	8.8200	0.0000	-299.4205	
2016-09-29 10:18:38	-0.2128	0.6100	19.6079	9.3028	10.7515	0.0000	-299.4205	
2016-09-29 10:18:40	-1.3717	0.6100	19.6320	8.8200	8.8200	0.0000	-300.0000	
2016-09-29 10:18:41	-0.7922	0.6583	19.6320	10.7515	8.3371	0.0000	-300.0000	
2016-09-29 10:18:42	-0.7922	0.6100	19.6320	9.3028	9.3028	0.0000	-299.4205	
2016-09-29 10:18:43	-0.7922	0.6583	19.6561	8.8200	9.3028	0.0000	-300.0000	
2016-09-29 10:18:45	-1.3717	0.6342	19.6561	9.7857	9.7857	0.0000	-300.0000	
2016-09-29 10:18:46	-1.3717	0.6583	19.6320	9.3028	9.7857	0.0000	-300.0000	
2016-09-29 10:18:47	-1.0819	0.6100	19.6320	9.7857	9.7857	1.2207	-299.4205	
2016-09-29 10:18:48	-0.5025	0.6100	19.6441	8.8200	10.2686	0.9766	-300.0000	
2016-09-29 10:18:50	-1.6614	0.6583	19.6441	10.2686	8.8200	0.7324	-300.0000	
2016-09-29 10:18:51	-1.0819	0.6342	19.6682	8.8200	7.8542	1.4648	-300.0000	
2016-09-29 10:18:52	-1.0819	0.6824	19.6320	8.8200	9.3028	0.9766	-299.4205	
2016-09-29 10:18:53	-1.0819	0.6342	19.6320	9.3028	9.3028	1.2207	-300.0000	
2016-09-29 10:18:55	-1.0819	0.7066	19.6199	10.2686	10.2686	0.7324	-299.4205	
2016-09-29 10:18:56	-1.3717	0.6342	19.5958	10.2686	9.7857	1.4648	-298.8412	
2016-09-29 10:18:57	-1.6614	0.6583	19.6320	10.2686	9.7857	0.0000	-300.0000	
2016-09-29 10:18:58	-1.0819	0.6583	19.5958	9.3028	9.3028	0.0000	-300.0000	
2016-09-29 10:19:00	-0.5025	0.6342	19.6079	8.8200	10.7515	0.0000	-300.0000	
2016-09-29 10:19:01	-1.0819	0.6100	19.6199	9.3028	9.7857	0.0000	-299.4205	
2016-09-29 10:19:02	-0.5025	0.6583	19.6079	10.2686	9.3028	0.0000	-300.0000	
2016-09-29 10:19:03	-1.0819	0.6824	19.5958	8.8200	9.3028	0.0000	-300.0000	
2016-09-29 10:19:05	-0.5025	0.6824	19.6199	9.7857	9.7857	0.2441	-300.0000	
2016-09-29 10:19:06	-0.7922	0.6342	19.5958	9.7857	9.3028	0.0000	-300.0000	
2016-09-29 10:19:07	-0.7922	0.6583	19.6079	9.7857	10.2686	0.0000	-300.0000	
2016-09-29 10:19:08	-0.7922	0.6824	19.6320	8.8200	8.3371	0.0000	-300.0000	
2016-09-29 10:19:10	-0.5025	0.6100	19.6320	10.7515	8.8200	0.4883	-300.0000	
2016-09-29 10:19:11	-0.7922	0.6100	19.6441	10.2686	8.8200	0.2441	-300.0000	
2016-09-29 10:19:12	-1.0819	0.6824	19.6199	8.8200	9.3028	0.2441	-300.0000	
2016-09-29 10:19:13	-1.6614	0.6583	19.6441	8.3371	8.8200	0.0000	-300.0000	
2016-09-29 10:19:15	-0.2128	0.6824	19.6682	7.3713	8.3371	0.0000	-298.8412	
2016-09-29 10:19:16	-0.7922	0.7066	19.6320	9.7857	7.8542	0.2441	-300.0000	
2016-09-29 10:19:17	-0.5025	0.5859	19.6199	10.2686	9.3028	0.0000	-300.0000	
2016-09-29 10:19:18	-0.7922	0.7066	19.6199	9.3028	9.3028	0.0000	-299.4205	
2016-09-29 10:19:20	-1.0819	0.6342	19.6441	9.3028	7.8542	0.0000	-300.0000	
2016-09-29 10:19:21	-1.3717	0.6100	19.6320	9.3028	8.3371	0.2441	-298.8412	
2016-09-29 10:19:22	-1.0819	0.6342	19.6441	8.8200	9.7857	0.0000	-298.8412	
2016-09-29 10:19:23	-1.6614	0.6100	19.6320	8.8200	9.3028	0.0000	-300.0000	
2016-09-29 10:19:25	-1.6614	0.5859	19.6199	10.2686	7.8542	0.0000	-300.0000	
2016-09-29 10:19:26	-1.3717	0.6342	19.6199	9.3028	8.8200	0.0000	-300.0000	
2016-09-29 10:19:27	-0.7922	0.6824	19.6199	8.3371	8.8200	0.0000	-300.0000	
2016-09-29 10:19:28	-1.3717	0.5859	19.6199	8.8200	8.8200	0.0000	-299.4205	
2016-09-29 10:19:30	-1.0819	0.6342	19.5958	9.3028	8.3371	0.0000	-300.0000	
2016-09-29 10:19:31	-0.5025	0.6342	19.6199	9.7857	8.3371	0.2441	-300.0000	
2016-09-29 10:19:32	-1.6614	0.5376	19.6079	9.3028	7.8542	0.0000	-300.0000	
2016-09-29 10:19:33	-1.0819	0.6100	19.5958	9.7857	8.3371	0.0000	-300.0000	
2016-09-29 10:19:35	-1.3717	0.5859	19.6320	10.2686	7.8542	0.0000	-300.0000	
2016-09-29 10:19:36	-1.0819	0.6100	19.6079	9.3028	7.3713	0.0000	-300.0000	
2016-09-29 10:19:37	0.0770	0.6824	19.6320	9.3028	8.8200	0.2441	-299.4205	
2016-09-29 10:19:38	-0.7922	0.6824	19.5958	9.3028	8.8200	0.0000	-300.0000	
2016-09-29 10:19:40	-0.7922	0.6824	19.5958	9.7857	8.8200	0.2441	-300.0000	
2016-09-29 10:19:41	-1.0819	0.7066	19.6320	8.3371	9.7857	0.0000	-299.4205	
2016-09-29 10:19:42	-1.3717	0.6824	19.6199	8.8200	9.3028	0.0000	-299.4205	
2016-09-29 10:19:43	-0.7922	0.6342	19.6441	8.3371	8.8200	0.2441	-300.0000	
2016-09-29 10:19:45	-1.9511	0.6342	19.6441	8.8200	8.8200	0.2441	-298.8412	
2016-09-29 10:19:46	-0.7922	0.6342	19.5837	9.3028	8.8200	0.0000	-300.0000	
2016-09-29 10:19:47	-0.7922	0.6583	19.6199	9.7857	8.3371	0.0000	-299.4205	
2016-09-29 10:19:48	-1.0819	0.6824	19.6079	8.8200	9.7857	0.0000	-300.0000	
2016-09-29 10:19:50	-1.0819	0.6100	19.6924	8.8200	9.7857	0.0000	-300.0000	
2016-09-29 10:19:51	-0.5025	0.6583	19.6682	8.8200	8.8200	0.0000	-300.0000	
2016-09-29 10:19:52	-1.0819	0.6342	19.6441	9.3028	8.8200	0.0000	-299.4205	
2016-09-29 10:19:53	-1.0819	0.6824	19.6561	9.3028	8.8200	0.0000	-300.0000	
2016-09-29 10:19:55	-1.3717	0.5859	19.6441	9.3028	8.3371	0.0000	-298.8412	
2016-09-29 10:19:56	-1.0819	0.6342	19.6199	10.2686	7.8542	0.0000	-300.0000	
2016-09-29 10:19:57	-0.7922	0.6583	19.5958	8.3371	9.7857	0.0000	-299.4205	
2016-09-29 10:19:58	-1.3717	0.6583	19.6079	9.3028	9.3028	0.0000	-300.0000	
2016-09-29 10:20:00	-0.7922	0.6583	19.6199	8.8200	7.3713	0.0000	-300.0000	
2016-09-29 10:20:01	-1.0819	0.6342	19.6079	8.8200	9.3028	0.0000	-300.0000	
2016-09-29 10:20:02	-0.5025	0.6342	19.6079	9.3028	8.8200	0.0000	-299.4205	
2016-09-29 10:20:03	-1.0819	0.6583	19.6199	9.7857	9.3028	0.0000	-298.8412	
2016-09-29 10:20:05	-0.7922	0.6583	19.6441	8.8200	8.8200	0.0000	-300.0000	
2016-09-29 10:20:06	-0.5025	0.6342	19.6199	8.8200	9.3028	0.0000	-300.0000	
2016-09-29 10:20:07	-1.0819	0.5859	19.6320	8.3371	8.3371	0.0000	-300.0000	
2016-09-29 10:20:08	-1.0819	0.6583	19.6320	8.3371	9.7857	0.0000	-300.0000	
2016-09-29 10:20:10	-0.7922	0.6583	19.6079	8.8200	10.2686	0.2441	-300.0000	
2016-09-29 10:20:11	-1.0819	0.6342	19.6441	8.3371	8.3371	0.0000	-300.0000	
2016-09-29 10:20:12	-1.3717	0.6583	19.6320	8.8200	8.3371	0.0000	-300.0000	
2016-09-29 10:20:13	-0.7922	0.6342	19.6441	9.7857	8.8200	0.0000	-300.0000	
2016-09-29 10:20:15	-1.0819	0.6100	19.6441	9.3028	7.8542	0.0000	-300.0000	
2016-09-29 10:20:16	-0.5025	0.6100	19.6441	8.8200	8.3371	0.0000	-300.0000	
2016-09-29 10:20:17	-1.3717	0.5617	19.6441	9.7857	8.3371	0.0000	-300.0000	
2016-09-29 10:20:18	-0.5025	0.7066	19.6441	8.3371	8.3371	0.0000	-298.8412	
2016-09-29 10:20:20	-1.0819	0.6824	19.6561	8.8200	7.8542	0.0000	-300.0000	
2016-09-29 10:20:21	-0.7922	0.6100	19.5958	10.2686	7.8542	0.0000	-298.8412	
2016-09-29 10:20:22	-1.3717	0.6342	19.6441	8.3371	7.8542	0.0000	-300.0000	
2016-09-29 10:20:23	-0.2128	0.6342	19.6561	9.3028	6.8885	0.0000	-300.0000	
2016-09-29 10:20:25	-0.7922	0.6824	19.6199	7.8542	9.3028	0.0000	-300.0000	
2016-09-29 10:20:26	-1.0819	0.6342	19.6079	10.2686	7.3713	0.0000	-300.0000	
2016-09-29 10:20:27	-0.2128	0.6824	19.6079	8.8200	8.3371	0.0000	-298.8412	
2016-09-29 10:20:28	-0.7922	0.6583	19.6199	9.3028	8.8200	0.2441	-300.0000	
2016-09-29 10:20:30	-0.5025	0.6100	19.6199	9.3028	9.3028	0.2441	-300.0000	
2016-09-29 10:20:31	-1.3717	0.6100	19.6199	7.8542	9.3028	0.0000	-300.0000	
2016-09-29 10:20:32	-0.7922	0.7066	19.6320	8.3371	8.8200	0.2441	-300.0000	
2016-09-29 10:20:33	-0.7922	0.6824	19.6079	8.8200	8.8200	0.0000	-300.0000	
2016-09-29 10:20:35	-0.5025	0.6100	19.6079	9.7857	8.3371	0.2441	-300.0000	
2016-09-29 10:20:36	-1.6614	0.6100	19.6320	8.8200	8.3371	0.0000	-300.0000	
2016-09-29 10:20:37	-0.5025	0.6342	19.6320	8.8200	8.8200	0.0000	-300.0000	
2016-09-29 10:20:38	-0.7922	0.6583	19.6199	8.3371	9.3028	0.0000	-300.0000	
2016-09-29 10:20:40	-1.3717	0.5617	19.6320	8.3371	8.8200	0.4883	-300.0000	
2016-09-29 10:20:41	-1.6614	0.6342	19.6561	8.3371	7.3713	0.0000	-299.4205	
2016-09-29 10:20:42	-0.7922	0.6583	19.6561	8.8200	9.3028	0.0000	-300.0000	
2016-09-29 10:20:43	-0.7922	0.5859	19.6441	9.3028	8.3371	0.0000	-299.4205	
2016-09-29 10:20:45	-0.5025	0.6100	19.6441	9.3028	8.3371	0.0000	-300.0000	
2016-09-29 10:20:46	-0.5025	0.6824	19.6561	8.8200	8.8200	0.0000	-300.0000	
2016-09-29 10:20:47	-0.5025	0.6824	19.6320	9.3028	8.3371	0.0000	-300.0000	
2016-09-29 10:20:48	-0.7922	0.5859	19.6561	8.3371	8.8200	0.0000	-300.0000	
2016-09-29 10:20:50	-0.7922	0.6342	19.6561	7.3713	7.8542	0.0000	-300.0000	
2016-09-29 10:20:51	-1.3717	0.6342	19.6682	8.8200	8.8200	0.0000	-298.8412	
2016-09-29 10:20:52	-1.0819	0.5859	19.6682	7.3713	8.3371	0.0000	-300.0000	
2016-09-29 10:20:53	-0.7922	0.6342	19.6803	7.8542	8.3371	0.0000	-300.0000	
2016-09-29 10:20:55	-1.6614	0.6583	19.6199	8.8200	6.8885	0.0000	-298.2617	
2016-09-29 10:20:56	-0.5025	0.6342	19.5958	9.3028	7.3713	0.0000	-298.8412	
2016-09-29 10:20:57	-1.3717	0.6583	19.6320	7.8542	7.3713	0.0000	-298.8412	
